,Time,S1_D1_Red,S2_D2_Red,S3_D3_Red,S4_D4_Red,S5_D5_Red,S6_D6_Red,S7_D7_Red,S8_D8_Red,S1_D1_Ir,S2_D2_Ir,S3_D3_Ir,S4_D4_Ir,S5_D5_Ir,S6_D6_Ir,S7_D7_Ir,S8_D8_Ir
0,811.0,0.005086263020833333,0.22125244140625,1.1685689290364583,0.911712646484375,3.3124287923177085,487.51068115234375,624.9396006266276,406.67470296223956,264.37123616536456,0.09854634602864583,1244.7916666666667,1.262664794921875,0.835418701171875,3.365198771158854,326.36133829752606,409.7302754720052
1,812.0,389.67641194661456,3.7587483723958335,1.4146169026692708,0.5372365315755209,3.3518473307291665,183.44497680664062,238.60677083333334,164.37276204427084,112.86862691243489,261.4053090413411,3.7714640299479165,1.3497670491536458,0.7769266764322916,3.3931732177734375,120.09239196777344,155.5945078531901
2,813.0,165.78165690104166,3.959019978841146,1.1800130208333333,0.759124755859375,3.173192342122396,72.86961873372395,99.76387023925781,82.25758870442708,66.71524047851562,117.99558003743489,4.0518442789713545,1.1679331461588542,0.7216135660807291,3.631591796875,46.19471232096354,71.09514872233073
3,814.0,82.72679646809895,3.9189656575520835,1.3001759847005208,0.865936279296875,3.306706746419271,40.6036376953125,59.29374694824219,56.37995402018229,39.24751281738281,55.11792500813802,4.0798187255859375,1.0439554850260417,0.9199778238932291,3.287633260091146,33.0956776936849,50.77298482259115
4,815.0,41.492462158203125,4.1243235270182295,1.3116200764973958,0.8824666341145834,3.4421284993489585,39.63279724121094,52.82783508300781,35.28722127278646,23.73504638671875,30.94037373860677,4.2552947998046875,1.2270609537760417,0.7470448811848959,3.341039021809896,36.92436218261719,41.57257080078125
5,816.0,31.766891479492188,3.940582275390625,1.369476318359375,0.63323974609375,3.4319559733072915,41.31126403808594,40.476481119791664,30.117034912109375,26.627222696940105,28.917312622070312,4.049936930338542,1.5303293863932292,0.9504954020182291,3.280003865559896,37.747701009114586,27.01123555501302
6,817.0,35.495758056640625,3.964106241861979,1.2690226236979167,0.6313323974609375,3.310521443684896,36.43035888671875,32.88141886393229,35.242716471354164,35.81364949544271,35.877227783203125,4.060109456380208,1.2378692626953125,0.8207956949869791,3.3626556396484375,25.15729268391927,27.02013651529948
7,818.0,42.24268595377604,4.0645599365234375,1.4921824137369792,0.6268819173177084,3.5190582275390625,27.892430623372395,35.73163350423177,44.7228749593099,39.845784505208336,35.45443216959635,3.7562052408854165,1.3033548990885417,0.9581247965494791,3.394444783528646,23.868560791015625,34.12183125813802
8,819.0,33.657073974609375,3.82232666015625,1.1927286783854167,0.9225209554036459,3.353118896484375,31.362533569335938,43.52378845214844,39.180755615234375,23.64031473795573,23.305257161458332,4.107157389322917,1.3682047526041667,1.0496775309244792,3.376007080078125,30.146280924479168,41.147867838541664
9,820.0,28.219223022460938,4.0314992268880205,1.2925465901692708,0.9098052978515625,3.5451253255208335,35.51673889160156,43.240865071614586,27.879079182942707,23.040771484375,24.387359619140625,3.887812296549479,1.2620290120442708,0.743865966796875,3.3734639485677085,36.53780619303385,30.460357666015625
